"Name","H","AB","BA","Rating"
"Alex Avila",34,178,0.191011235955056,0.317152834028769
"Luis Avilan",0,1,0,0.32257535052749
"Mike Aviles",67,290,0.231034482758621,0.439255522148935
"Dylan Axelrod",0,2,0,0.241931512895618
"Erick Aybar",161,597,0.269681742043551,0.716307826228929
"Burke Badenhop",0,1,0,0.32257535052749
"Javier Baez",22,76,0.289473684210526,0.38163609799968
"Homer Bailey",0,4,0,0.161287675263745
"Jeff Baker",15,72,0.208333333333333,0.253624145040296
"Scott Baker",0,3,0,0.193545210316494
"Collin Balester",0,1,0,0.32257535052749
"Jett Bandy",1,2,0.5,0.486943215859347
"Manny Banuelos",0,3,0,0.193545210316494
"Clint Barmes",48,207,0.231884057971014,0.389696397946722
"Austin Barnes",6,29,0.206896551724138,0.238352734076954
"Brandon Barnes",64,255,0.250980392156863,0.469372222985564
"Darwin Barney",7,27,0.259259259259259,0.293418116240643
"Tucker Barnhart",61,242,0.252066115702479,0.528879090283854
"Steve Baron",0,11,0,0.0744404655063439
"Chris Bassitt",0,2,0,0.241931512895618
"Antonio Bastardo",0,2,0,0.241931512895618
"Trevor Bauer",1,6,0.166666666666667,0.243529279230178
"Jose Bautista",136,543,0.250460405156538,0.683166269750627
"Mike Baxter",14,57,0.245614035087719,0.284655297636598
"Brandon Beachy",0,2,0,0.241931512895618
"Gordon Beckham",44,211,0.208530805687204,0.397711069758913
"Tim Beckham",45,203,0.221674876847291,0.356517617000312
"Dallas Beeler",1,3,0.333333333333333,0.393400601994635
"Ronald Belisario",0,1,0,0.32257535052749
"Adrian Beltre",163,567,0.287477954144621,0.78890937679355
"Brandon Belt",138,492,0.280487804878049,0.699899719065498
"Carlos Beltran",132,478,0.276150627615063,0.619783091056197
"Christian Bergman",2,12,0.166666666666667,0.219272013188151
"Doug Bernier",1,5,0.2,0.284032808649177
"Quintin Berry",0,1,0,0.32257535052749
"Christian Bethancourt",31,155,0.2,0.312397837277408
"Chad Bettis",2,29,0.0689655172413793,0.097990523828971
"Mookie Betts",174,597,0.291457286432161,0.8295255251109
"Jeff Bianchi",0,2,0,0.241931512895618
"Chad Billingsley",1,13,0.0769230769230769,0.130499155731019
"Greg Bird",41,157,0.261146496815287,0.377957696939042
"Charlie Blackmon",176,614,0.286644951140065,0.879691229221676
"Carson Blair",4,31,0.129032258064516,0.170735941495177
"Andres Blanco",68,233,0.291845493562232,0.60755509124984
"Gregor Blanco",95,327,0.290519877675841,0.610054357342561
"Joe Blanton",0,4,0,0.161287675263745
"Kyle Blanks",21,67,0.313432835820896,0.401179915534086
"Michael Blazek",1,4,0.25,0.330411572458952
"Willie Bloomquist",11,69,0.159420289855072,0.203724257386734
"Brennan Boesch",13,89,0.146067415730337,0.204491209239447
"Xander Bogaerts",196,613,0.31973898858075,0.970524908914132
"Brian Bogusevic",15,58,0.258620689655172,0.300694898422938
"Mike Bolsinger",1,38,0.0263157894736842,0.0500007848470646
"Emilio Bonifacio",13,78,0.166666666666667,0.226151659724973
"Jason Bourgeois",47,196,0.239795918367347,0.365715810423488
"Justin Bour",107,409,0.26161369193154,0.628948694278121
"Michael Bourn",101,425,0.237647058823529,0.554940164789647
"Peter Bourjos",39,195,0.2,0.324914683849434
"Archie Bradley",2,14,0.142857142857143,0.185332096221305
"Jackie Bradley",55,221,0.248868778280543,0.43200942047822
"Michael Brantley",164,529,0.310018903591682,0.803936927489431
"Rob Brantly",4,33,0.121212121212121,0.170626591812114
"Ryan Braun",144,506,0.284584980237154,0.777869772521457
"Ryan Brett",2,3,0.666666666666667,0.58592502171268
"Jake Brigham",0,1,0,0.32257535052749
"Reid Brignac",1,13,0.0769230769230769,0.132377667986425
"Socrates Brito",10,33,0.303030303030303,0.338884400004444
"Aaron Brooks",0,2,0,0.241931512895618
"Domonic Brown",43,189,0.227513227513228,0.349887422428545
"Trevor Brown",9,39,0.230769230769231,0.272819039874337
"Keon Broxton",0,2,0,0.241931512895618
"Jay Bruce",131,580,0.225862068965517,0.595526462602481
"Kris Bryant",154,559,0.275491949910555,0.848703515321333
"Clay Buchholz",0,6,0,0.120965756447809
"David Buchanan",4,20,0.2,0.230729668422585
"Mark Buehrle",1,7,0.142857142857143,0.223436529429305
"Madison Bumgarner",19,77,0.246753246753247,0.298735925726952
"A.J. Burnett",5,42,0.119047619047619,0.150996167413688
"Billy Burns",153,520,0.294230769230769,0.708341624759111
"Emmanuel Burriss",2,3,0.666666666666667,0.587911224336367
"Drew Butera",21,107,0.196261682242991,0.240118661005355
"Billy Butler",135,538,0.25092936802974,0.702118946106873
"Eddie Butler",1,23,0.0434782608695652,0.0790412032198629
"Joey Butler",71,257,0.276264591439689,0.423153067889773
"Byron Buxton",27,129,0.209302325581395,0.34454900649595
"Marlon Byrd",125,506,0.24703557312253,0.692309425648386
"Asdrubal Cabrera",134,505,0.265346534653465,0.624240515265672
"Everth Cabrera",20,96,0.208333333333333,0.289934400557905
"Miguel Cabrera",145,429,0.337995337995338,0.747738161211823
"Melky Cabrera",172,629,0.273449920508744,0.73696214037864
"Ramon Cabrera",11,30,0.366666666666667,0.399041522803913
"Trevor Cahill",1,7,0.142857142857143,0.219144157762383
"Lorenzo Cain",169,551,0.306715063520871,0.768276740948899
"Matt Cain",0,16,0,0.0537625584212483
"Kole Calhoun",161,630,0.255555555555556,0.709022058094937
"Orlando Calixte",0,3,0,0.193545210316494
"Alberto Callaspo",54,230,0.234782608695652,0.420022225740939
"Eric Campbell",34,174,0.195402298850575,0.311890356730648
"Mark Canha",112,441,0.253968253968254,0.586280137498506
"Robinson Cano",179,624,0.286858974358974,0.82383207076103
"Carter Capps",1,2,0.5,0.487721054132441
"Chris Capuano",0,1,0,0.32257535052749
"Fausto Carmona",0,2,0,0.241931512895618
"Matt Carpenter",156,574,0.271777003484321,0.751092385923946
"Carlos Carrasco",1,1,1,0.646615313487775
"Ezequiel Carrera",47,172,0.273255813953488,0.467455498479313
"Chris Carter",78,391,0.199488491048593,0.453909047445683
"Curt Casali",24,101,0.237623762376238,0.30248731199222
"Andrew Cashner",5,60,0.0833333333333333,0.106854122831117
"Daniel Castro",23,96,0.239583333333333,0.335044619967817
"Jason Castro",71,337,0.210682492581602,0.417647707291497
"Nick Castellanos",140,549,0.255009107468124,0.657445474191755
"Rusney Castillo",69,273,0.252747252747253,0.456308905773983
"Starlin Castro",145,547,0.26508226691042,0.732205285172284
"Welington Castillo",81,342,0.236842105263158,0.459516961902964
"Garin Cecchini",0,4,0,0.161287675263745
"Darrell Ceciliani",14,68,0.205882352941176,0.255814797263463
"Juan Centeno",1,21,0.0476190476190476,0.0883971953140817
"Francisco Cervelli",133,451,0.29490022172949,0.801517515572073
"Yoenis Cespedes",184,633,0.290679304897314,0.831186566472309
"Jhoulys Chacin",1,8,0.125,0.195107515408629
"Andrew Chafin",0,3,0,0.193545210316494
"Aroldis Chapman",0,1,0,0.32257535052749
"Jesse Chavez",1,3,0.333333333333333,0.39320433701417
"Robinson Chirinos",54,233,0.231759656652361,0.406354456036762
"Lonnie Chisenhall",82,333,0.246246246246246,0.460985472369963
"Michael Choice",0,1,0,0.32257535052749
"Shin-Soo Choo",153,555,0.275675675675676,0.740603342269637
"Tony Cingrani",0,2,0,0.241931512895618
"Pedro Ciriaco",37,142,0.26056338028169,0.363928206682496
"Steve Clevenger",29,101,0.287128712871287,0.428652596495615
"Tyler Clippard",0,1,0,0.32257535052749
"Chris Coghlan",110,440,0.25,0.572943886809977
"Chris Colabello",107,333,0.321321321321321,0.66411174374227
"A.J. Cole",0,2,0,0.241931512895618
"Dusty Coleman",0,5,0,0.138246578797496
"Gerrit Cole",9,60,0.15,0.173836476919135
"Josh Collmenter",5,27,0.185185185185185,0.211914091436535
"Tyler Collins",51,192,0.265625,0.390272043268774
"Bartolo Colon",8,58,0.137931034482759,0.190954701834577
"Christian Colon",31,107,0.289719626168224,0.371635833202601
"Michael Conforto",47,174,0.270114942528736,0.50761183091444
"Hank Conger",46,201,0.228855721393035,0.364204506931023
"Adam Conley",4,18,0.222222222222222,0.251767835523834
"Tim Cooney",3,10,0.3,0.327856895473851
"Scott Copeland",0,1,0,0.32257535052749
"Patrick Corbin",3,25,0.12,0.149156495353899
"Carlos Corporan",19,107,0.177570093457944,0.226613336835846
"Carlos Correa",108,387,0.27906976744186,0.563240758271839
"Kevin Correia",1,6,0.166666666666667,0.243557772167482
"Jarred Cosart",1,17,0.0588235294117647,0.104197607948305
"Daniel Coulombe",0,1,0,0.32257535052749
"Kaleb Cowart",8,46,0.173913043478261,0.199547962215225
"Collin Cowgill",13,69,0.188405797101449,0.241130611821611
"Zack Cozart",50,194,0.257731958762887,0.45610273086509
"Allen Craig",12,79,0.151898734177215,0.188290464342881
"Tyler Cravy",0,8,0,0.096772605158247
"Brandon Crawford",130,507,0.256410256410256,0.770541567568551
"Carl Crawford",48,181,0.265193370165746,0.424951481293905
"Coco Crisp",22,126,0.174603174603175,0.242967908909526
"C.J. Cron",99,378,0.261904761904762,0.557487397895589
"Nelson Cruz",178,590,0.301694915254237,0.805262320298047
"Tony Cruz",29,142,0.204225352112676,0.354101116044746
"Michael Cuddyer",98,379,0.258575197889182,0.526191353046242
"Johnny Cueto",6,37,0.162162162162162,0.185674485241462
"Todd Cunningham",19,86,0.22093023255814,0.285229371963995
"Cheslor Cuthbert",10,46,0.217391304347826,0.266624011367439
"Jordan Danks",0,4,0,0.161287675263745
"Chase d'Arnaud",3,17,0.176470588235294,0.244006686789621
"Travis d'Arnaud",64,239,0.267782426778243,0.467852128560022
"Chris Davis",150,573,0.261780104712042,0.802502713801507
"Ike Davis",49,214,0.228971962616822,0.387014393307334
"Khris Davis",97,392,0.247448979591837,0.492610873514556
"Rajai Davis",88,341,0.258064516129032,0.543219073491285
"Zach Davies",1,13,0.0769230769230769,0.13065639948286
"Alejandro de Aza",85,325,0.261538461538462,0.516835206506726
"Cody Decker",0,11,0,0.0744404655063439
"Jaff Decker",6,28,0.214285714285714,0.242258491966385
"Justin De Fratus",1,3,0.333333333333333,0.392125008279051
"Jacob deGrom",11,59,0.186440677966102,0.230490367681352
"David DeJesus",67,288,0.232638888888889,0.400735704487065
"Ivan De Jesus",49,201,0.243781094527363,0.417485632011279
"Jorge de la Rosa",3,48,0.0625,0.082549378431068
"Rubby de la Rosa",6,64,0.09375,0.125164638659389
"Randall Delgado",0,1,0,0.32257535052749
"Matt den Dekker",25,99,0.252525252525253,0.335759828515648
"Chris Denorfia",57,212,0.268867924528302,0.475702893239592
"Anthony DeSclafani",9,58,0.155172413793103,0.185331534558724
"Daniel Descalso",38,185,0.205405405405405,0.381194611625906
"Delino DeShields",111,425,0.261176470588235,0.568463548103864
"Ian Desmond",136,583,0.23327615780446,0.676281608303495
"Odrisamer Despaigne",2,30,0.0666666666666667,0.0953102295572631
"Ross Detwiler",0,1,0,0.32257535052749
"Elias Diaz",0,2,0,0.241931512895618
"Jonathan Diaz",2,13,0.153846153846154,0.201116193862892
"Alex Dickerson",2,8,0.25,0.309366919826408
"Corey Dickerson",68,224,0.303571428571429,0.527279719229244
"R.A. Dickey",0,3,0,0.193545210316494
"Derek Dietrich",64,250,0.256,0.433384036645906
"Wilmer Difo",2,11,0.181818181818182,0.231920555252166
"Chris Dominguez",6,23,0.260869565217391,0.295216396474302
"Josh Donaldson",184,620,0.296774193548387,0.863955512709464
"Danny Dorn",5,30,0.166666666666667,0.195023999651968
"Brian Dozier",148,628,0.235668789808917,0.675941531068965
"Stephen Drew",77,383,0.201044386422977,0.537049961293935
"Brandon Drury",12,56,0.214285714285714,0.283151435272066
"Lucas Duda",115,471,0.24416135881104,0.6092144665
"Brian Duensing",0,1,0,0.32257535052749
"Matt Duffy",169,573,0.294938917975567,0.79247491841942
"Matt Duffy",3,8,0.375,0.405620481247406
"Michael Dunn",1,1,1,0.648660760376993
"Adam Duvall",14,64,0.21875,0.273465086670965
"Allan Dykstra",4,31,0.129032258064516,0.163011263907612
"Jarrod Dyson",50,200,0.25,0.373413387638932
"Ed Easley",0,6,0,0.120965756447809
"Adam Eaton",175,610,0.286885245901639,0.775343313534622
"Carl Edwards",0,1,0,0.32257535052749
"Jerad Eickhoff",2,14,0.142857142857143,0.193387344770754
"A.J. Ellis",43,181,0.237569060773481,0.371953102421006
"Jacoby Ellsbury",116,452,0.256637168141593,0.571192085043264
"Jake Elmore",29,141,0.205673758865248,0.305505693345503
"Edwin Encarnacion",146,528,0.276515151515151,0.722607309277911
"Nathan Eovaldi",0,5,0,0.138246578797496
"Robbie Erlin",0,5,0,0.138246578797496
"Alcides Escobar",157,612,0.256535947712418,0.762465263816751
"Eduardo Escobar",107,409,0.26161369193154,0.598978952911509
"Yunel Escobar",168,534,0.314606741573034,0.852459162058668
"Danny Espinosa",88,367,0.239782016348774,0.59706417092337
"Marco Estrada",2,6,0.333333333333333,0.367226685919703
"Andre Ethier",116,395,0.293670886075949,0.6429167924895
"Buck Farmer",1,4,0.25,0.325006489273209
"Taylor Featherston",25,154,0.162337662337662,0.257153327786219
"Scott Feldman",1,2,0.5,0.485745794454937
"Jose Fernandez",3,18,0.166666666666667,0.200919413234773
"Daniel Fields",1,3,0.333333333333333,0.39008944990938
"Prince Fielder",187,613,0.305057096247961,0.85976856066397
"Thomas Field",8,41,0.195121951219512,0.226619042148654
"Michael Fiers",3,30,0.1,0.129820033849047
"Cole Figueroa",2,8,0.25,0.295383531982875
"Brandon Finnegan",0,4,0,0.161287675263745
"Doug Fister",7,31,0.225806451612903,0.248496250270224
"Ryan Flaherty",54,267,0.202247191011236,0.483167241432961
"Yohan Flande",3,21,0.142857142857143,0.173851610678353
"Kendry Flores",0,1,0,0.32257535052749
"Pedro Florimon",2,23,0.0869565217391304,0.198952223097581
"Ramon Flores",7,32,0.21875,0.253790285102198
"Wilmer Flores",127,483,0.262939958592132,0.651613926803756
"Tyler Flowers",79,331,0.238670694864048,0.463730734364116
"Mike Foltynewicz",2,28,0.0714285714285714,0.0999756615955928
"Logan Forsythe",152,540,0.281481481481481,0.640460827187122
"Dexter Fowler",149,596,0.25,0.679660026045898
"Jeff Francoeur",84,326,0.257668711656442,0.55566314818182
"Kevin Frandsen",2,11,0.181818181818182,0.226662147471668
"Maikel Franco",85,304,0.279605263157895,0.500631493599499
"Nick Franklin",16,101,0.158415841584158,0.247962806991368
"Todd Frazier",158,619,0.255250403877221,0.722688884633148
"David Freese",109,424,0.257075471698113,0.637802505602782
"Freddie Freeman",115,416,0.276442307692308,0.640023064012331
"Carlos Frias",1,21,0.0476190476190476,0.0897287682604861
"Christian Friedrich",0,3,0,0.193545210316494
